rn,odofbrn,sptno,cno,cwknm,orcd,ornm,rutcd,rutnm,pdznnm,bzkdcd,bzkdnm,bztocd,stwrdt,ccwdt,ccwxpcdt,ccwyn,ccwynnm,bzarcd,bzarnm,cwksctnnm
1072,1108300348,C2002059,C2002059,청평-현리 도로건설공사(국도37호선),S,서울청,037,국도 37호선(거창 ~ 파주),경기도 가평군,A,일반국도,00,2002-07-15,2011-12-31,20111231,1,완료공사,101,도로,경기도 가평군 청평면 하천리~경기도 가평군 상면 연하리
1073,3068301763,C2001010,C2001010,추부-대전간 도로확장 및 포장공사,D,대전청,017,국도 17호선(여천 ~ 용인),충청남도 금산군,B,지역간선,09,2001-02-21,2006-02-06,20060206,1,완료공사,101,도로,충남 금산군 추부면 추정리~대전광역시 동구 삼괴동
1074,4038301161,C2016017,C2016015,추포-암태 도로건설공사,I,익산청,002,국도 2호선(목포 ~ 부산),전라남도 신안군,A,일반국도,01,2016-04-21,2021-03-31,20220321,1,완료공사,101,도로,전남 신안군 암태면 수곡리 추포도 일원~전남 신안군 암태면 수곡리 암태도 일원
1075,6048300784,C1998003,C1998003,추풍령-김천 도로4차선 확장 및 포장공사,B,부산청,004,국도 4호선(군산 ~ 경주),경상북도 김천시,A,일반국도,01,1998-08-14,2005-12-31,20051231,1,완료공사,101,도로,경북 김천시 봉산면 광천리~경북 김천시 대항면 대룡리
1076,3068301763,C1999029,C1999029,추풍령우회도로 축조 및 포장공사,D,대전청,004,국도 4호선(군산 ~ 경주),충청북도 영동군,A,일반국도,00,1999-11-08,2005-12-31,20051231,1,완료공사,101,도로,충청북도 영동군 추풍령면~충청북도 영동군 추풍령면
1077,2248301909,C2008026,C2008029,춘천-동면 도로건설공사,W,원주청,056,국도 56호선(철원 ~ 양양),강원도 춘천시,A,일반국도,00,2009-12-28,2014-12-29,20150503,1,완료공사,101,도로,동면 장학리~동면 감정리
1078,2248301909,C2003116,C2003116,춘천시관내 국도대체 우회도로(신북-신죽간) 건설공사,W,원주청,005,국도 5호선(마산 ~ 중강진(김화)),강원도 춘천시,D,국도대체우회도로,00,2003-06-04,2006-11-02,20061102,1,완료공사,101,도로,강원도 춘천시 신북읍천전리~춘천시 신북읍 발산리
1079,2248301909,C2005059,C2005063,춘천시관내 국도대체우회도로(신북-용산)건설공사,W,원주청,005,국도 5호선(마산 ~ 중강진(김화)),강원도 춘천시,D,국도대체우회도로,00,2005-12-28,2014-12-10,20141210,1,완료공사,101,도로,강원도춘천시신북읍발산리~강원도춘천시신북읍용산리
1080,3068301763,C2004068,C2004068,충주지구(달천) 하천환경정비사업,D,대전청,Z1,기타,충청북도 충주시,A1,한강,03,2004-11-15,2010-12-31,20101231,1,완료공사,102,하천,충주시 달천동~충주시 풍동
1081,3068301763,C2004069,C2004069,충주지구(청미천) 하천환경정비사업,D,대전청,A1,한강,충청북도 음성군,A1,한강,03,2004-11-10,2011-01-22,20110122,1,완료공사,102,하천,충북음성군감곡면단평리~충북충주시앙성면단암리
1082,3068301763,C2004018,C2004018,충주지구(청미천) 하천환경정비사업(책임감리원),D,대전청,A1,한강,충청북도 충주시,A1,한강,03,2004-05-04,2007-04-30,20070430,1,완료공사,102,하천,~
1083,3068301763,C2020034,C2020030,충청권 국도터널 통합관리센터 구축,D,대전청,001,국도 1호선(목포 ~ 신의주(판문점)),,A,일반국도,00,,,,0,진행공사,101,도로,~
1084,3068301763,C2018021,C2018022,충청내륙 고속화도로(제2공구) 도로건설공사,D,대전청,036,국도 36호선(대천 ~ 울진),충청북도 음성군,A,일반국도,01,2018-06-11,2025-05-04,20250504,0,진행공사,101,도로,충청북도 음성군 원남면 하당리 183-3~충청북도 충주시 주덕읍 신양리 104-3
1085,3068301763,C2018022,C2018023,충청내륙 고속화도로(제3공구) 도로건설공사,D,대전청,036,국도 36호선(대천 ~ 울진),충청북도 충주시,A,일반국도,01,2018-06-15,2025-05-08,20250508,0,진행공사,101,도로,충청북도 충주시 주덕읍 신양리~충청북도 충주시 중앙탑면 창동리
1086,3068301763,C2017033,C2017035,충청내륙고속화(제1-1공구) 도로건설공사,D,대전청,036,국도 36호선(대천 ~ 울진),충청북도 증평군,A,일반국도,01,2017-05-22,2024-04-14,20240414,0,진행공사,101,도로,충청북도 청주시 청원구 북이면 금암리~충청북도 증평군 도안면 화성리
1087,3068301763,C2017032,C2017036,충청내륙고속화(제1-2공구) 도로건설공사,D,대전청,036,국도 36호선(대천 ~ 울진),충청북도 음성군,A,일반국도,01,2017-05-22,2024-04-14,20240414,0,진행공사,101,도로,충북 증평군 도안면 화성리~충북 음성군 원남면 하당리
1088,3068301763,C2020014,C2019030,충청내륙고속화(제4공구) 도로건설공사,D,대전청,019,국도 19호선(남해 ~ 원주),충청북도 충주시,A,일반국도,01,2020-06-05,2026-05-04,20260504,0,진행공사,101,도로,충청북도 충주시 동량면 대전리 1575-5~충청북도 제천시 봉양읍 장평리 792-6
1089,6048300784,C2004076,C2004076,칠곡-가례 국도건설공사,B,부산청,020,국도 20호선(산청 ~ 포항),경상남도 의령군,A,일반국도,00,2004-11-11,2010-12-31,20101231,1,완료공사,101,도로,의령군 칠곡면 신포리~의령군 가례면 가례리
1090,4038301161,C2014044,C2014047,탐진강 군동지구 하천환경정비사업,I,익산청,L1,탐진강,전라남도 강진군,L1,탐진강,01,2014-12-01,2019-11-29,20191129,1,완료공사,102,하천,강진군 군동면 덕천리~강진군 군동면 삼신리
1091,4038301161,C2017048,C2017052,탐진강 부산1지구 하천환경정비사업,I,익산청,L1,탐진강,,L1,탐진강,01,2017-11-08,2020-10-20,20201022,1,완료공사,102,하천,장흥군 부산면 지천리~장흥군 부산면 연산리
1092,4038301161,C2005022,C2005035,탐진강 순지제 외 1개지구 보강공사,I,익산청,L1,탐진강,전라남도 장흥군,L1,탐진강,01,2005-05-19,2009-12-31,20091231,1,완료공사,102,하천,~
1093,4038301161,C2004179,C2004188,탐진강 용반제 보강공사,I,익산청,L1,탐진강,,L1,탐진강,01,2004-10-01,2006-12-31,20061231,1,완료공사,102,하천,~
1094,4038301161,C2005021,C2005034,탐진강 유양제 외 1개지구 보강공사,I,익산청,L1,탐진강,전라남도 장흥군,L1,탐진강,01,2005-05-19,2012-12-31,20121231,1,완료공사,102,하천,장흥 부산 유양리~장흥 부산 내안리
1095,4038301161,C2020002,C2020001,탐진강 장흥1-1지구 하천환경정비사업,I,익산청,L1,탐진강,전라남도 장흥군,L1,탐진강,01,2019-12-16,2022-11-29,20221129,0,진행공사,102,하천,~
1096,4038301161,C2020003,C2020002,탐진강 장흥1-2지구 하천환경정비사업,I,익산청,L1,탐진강,전라남도 장흥군,L1,탐진강,01,2019-12-16,2022-11-29,20221129,0,진행공사,102,하천,전라남도 강진군 군동면 금강리~장흥군 장흥읍 평화리
1097,4038301161,C2002053,C2002053,탐진강수계 치수사업 금강천 작천제 개수공사,I,익산청,L1,탐진강,전라남도 강진군,L1,탐진강,03,2002-07-18,2005-07-07,20050707,1,완료공사,102,하천,전남강진군성전면영풍리~전남강진군작천면평기리
1098,4038301161,C2002072,C2002073,탐진강수계 치수사업 병영천 병영제 개수공사,I,익산청,L1,탐진강,,L1,탐진강,03,2002-07-01,2004-12-21,20041221,1,완료공사,102,하천,~
1099,4038301161,C2002054,C2002054,탐진강수계 치수사업 유치천 유치제 개수공사,I,익산청,L1,탐진강,,L1,탐진강,03,2002-07-20,2004-12-21,20041221,1,완료공사,102,하천,~
1100,4038301161,C2004187,C2004189,탐진강수계치수사업 부산천.부산제 개수공사,I,익산청,L1,탐진강,전라남도 장흥군,L1,탐진강,03,2004-12-27,2010-12-31,20101231,1,완료공사,102,하천,장흥군 장동면 용곡리~장흥군 부산면 금자리
1101,4038301161,C2004158,C2004166,탐진강수계치수사업 파산제외1개소 개수공사,I,익산청,L1,탐진강,전라남도 강진군,L1,탐진강,01,2005-05-24,2009-12-31,20091231,1,완료공사,102,하천,강진군군동면파산리~강진군군동면호계리
1102,2248301909,C2007045,C2007046,태백-도계 도로건설공사,W,원주청,038,국도 38호선(서산 ~ 동해),강원도 삼척시,B,지역간선,00,2007-06-20,2015-12-31,20141230,1,완료공사,101,도로,태백시 통동~삼척시 도계읍 늑구리
1103,2248301909,C2011026,C2011023,태백-상사미 도로건설공사,W,원주청,035,국도 35호선(부산 ~ 강릉),강원도 태백시,A,일반국도,01,2011-05-16,2017-12-22,20171222,1,완료공사,101,도로,강원도 태백시 화전동~강원도 태백시 상사미동
1104,4038301161,C2002041,C2002041,태인-원평 도로건설공사(1공구),I,익산청,001,국도 1호선(목포 ~ 신의주(판문점)),전라북도 정읍시,A,일반국도,01,2002-11-21,2009-10-26,20091026,1,완료공사,101,도로,전북 정읍시 태인면 태창리~전북 정읍시 옹동면 용호리
1105,4038301161,C2002042,C2002042,태인-원평 도로건설공사(2공구),I,익산청,030,국도 30호선(부안 ~ 대구),전라북도 정읍시,A,일반국도,01,2002-11-25,2010-07-15,20100715,1,완료공사,101,도로,전북정읍시태인면궁사리~전북정읍시태인면옹동면매정리
1106,6048300784,C2003025,C2003025,태화강 수계치수사업 시례지구하천개수공사,B,부산청,K1,태화강,울산광역시 북구,K1,태화강,03,2003-12-22,2006-12-06,20061206,1,완료공사,102,하천,~
1107,6048300784,C2004083,C2004083,태화강수계 치수사업 둔기지구 하천개수공사,B,부산청,K1,태화강,울산광역시 울주군,K1,태화강,03,2004-07-05,2007-12-31,20071231,1,완료공사,102,하천,~
1108,6048300784,C2003026,C2003026,태화강수계 치수사업 명촌지구 하천개수공사,B,부산청,K1,태화강,울산광역시 북구,K1,태화강,03,2003-12-23,2006-12-06,20061206,1,완료공사,102,하천,~
1109,6048300784,C2004154,C2004155,태화강수계치수사업 척과지구 하천개수공사,B,부산청,K1,태화강,울산광역시 중구,K1,태화강,03,2004-10-08,2008-09-17,20080917,1,완료공사,102,하천,울산 울주군 범서읍 척과리~울산 중구 다운동
1110,1108300348,C2004052,C2004052,통복천 개수공사,S,서울청,F1,안성천,경기도 평택시,F1,안성천,03,2004-06-24,2007-06-23,20070623,1,완료공사,102,하천,경기도 평택시 통복동~경기도 평택시 통복동
1111,6048300784,C2015013,C2015026,통영광도-고성죽계 국도건설공사,B,부산청,014,국도 14호선(거제 ~ 포항),경상남도 고성군,D,국도대체우회도로,미등록,2015-04-01,2020-12-29,20200304,1,완료공사,101,도로,통영시 광도면 노산리~고성군 고성읍 죽계리
1112,1108300348,C2005053,D2005092,퇴계원 - 진접 도로건설 공사,S,서울청,047,국도 47호선(화성 ~ 철원),경기도 남양주시,A,일반국도,00,2005-11-30,2017-12-31,20171231,1,완료공사,101,도로,경기도 구리시 사노동~남양주시 진접읍 장현리
1113,1108300348,C2001026,C2001025,파주적성 우회도로 개설공사,S,서울청,037,국도 37호선(거창 ~ 파주),경기도 파주시,A,일반국도,00,2001-05-26,2006-06-30,20060630,1,완료공사,101,도로,경기도파주시적성면두지리~경기도파주시적성면객현리
1114,1108300348,C2019019,C2019025,팔당대교-와부 도로건설공사,S,서울청,045,국도 45호선(서산 ~ 가평),강원도 강릉시,A,일반국도,01,2019-10-07,2026-08-30,20260830,0,진행공사,101,도로,~
1115,1108300348,C2018029,C2018026,팔탄-봉담 도로확장공사,S,서울청,043,국도 43호선(연기 ~ 고성),경기도 화성시,A,일반국도,01,2018-08-30,2024-07-28,20240728,0,진행공사,101,도로,경기도 화성시 팔탄면 가재리 438-4~경기도 화성시 봉담읍 왕림리 116-4
1116,1108300348,C2004043,C2004043,팔탄북부우회(A)외 1 도로건설공사,S,서울청,082,국도 82호선(평택 ~ 화성),경기도 화성시,C,산업지원국도,00,2004-11-18,2014-04-15,20140415,1,완료공사,101,도로,경기도화성시 팔탄면 가재리~경기도 화성시 양감면 요당리
1117,1108300348,C2009115,C2009125,팽성-오성 도로건설공사,S,서울청,043,국도 43호선(연기 ~ 고성),경기도 평택시,A,일반국도,00,2009-12-24,2016-12-31,20161231,1,완료공사,101,도로,경기도 평택시 팽성읍 노양리~경기도 평택시 오성면 길음리
1118,6048300784,C2022002,C2021043,평강천 평강지구 하천환경정비사업,B,부산청,Z1,기타,부산광역시 강서구,Z1,기타,미등록,2021-12-30,2024-12-13,20220128,0,진행공사,102,하천,"부산광역시 강서구대저2동,명지동,강동동일원~"
1119,2248301909,C2005099,C2005103,평창-정선 도로건설공사(1공구),W,원주청,042,국도 42호선(인천 ~ 동해),강원도 평창군,A,일반국도,00,2007-12-18,2015-12-15,20151215,1,완료공사,101,도로,평창읍 노론리~미탄면 창리
1120,2248301909,C2005091,C2005099,평창-정선 도로건설공사(2공구),W,원주청,042,국도 42호선(인천 ~ 동해),강원도 평창군,B,지역간선,00,2006-01-20,2015-12-31,20151231,1,완료공사,101,도로,강원도 평창군 미탄면 창리~강원도 정선군 정선읍 광하리
1121,2248301909,C2008012,C2008012,평창-정선 도로건설공사(3공구),W,원주청,042,국도 42호선(인천 ~ 동해),강원도 정선군,B,지역간선,06,2008-03-21,2017-12-30,20171230,1,완료공사,101,도로,정선읍 광하리~정선군 덕송리
1122,1108300348,C2018032,C2018038,평택-오산 도로확장공사,S,서울청,001,국도 1호선(목포 ~ 신의주(판문점)),경기도 평택시,A,일반국도,01,2018-10-22,2024-09-19,20240919,0,진행공사,101,도로,경기도 평택시 진위면 신리 456구~경기도 평택시 진위면 하북리 96-9도
1123,1108300348,C2002064,C2002064,평택제개수공사,S,서울청,F1,안성천,경기도 평택시,F1,안성천,01,2003-12-24,2006-12-12,20061212,1,완료공사,102,하천,유천동 경부선 철도지점~통복동통복천합류지점
1124,6048300784,C2003005,C2003005,평해-기성 국도확장공사,B,부산청,007,국도 7호선(부산 ~ 온성 (간성)),경상북도 울진군,A,일반국도,01,2003-09-19,2009-12-31,20091231,1,완료공사,101,도로,경상북도 울진군 평해읍 학곡리~경상북도 울진군 기성면 정명리
1125,6048300784,C2021014,C2021014,포항-안동1-1(1공구) 국도건설공사,B,부산청,031,국도 31호선(부산 ~ 신고산),경상북도 포항시 북구,A,일반국도,01,2020-12-30,2027-11-23,20271123,0,진행공사,101,도로,경상북도 포항시 북구 기계면 인비리 826-1~경상북도 포항시 북구 죽장면 일광리 산 114-2
1126,6048300784,C2021015,C2021015,포항-안동1-1(2공구) 국도건설공사,B,부산청,031,국도 31호선(부산 ~ 신고산),경상북도 포항시 북구,A,일반국도,01,2021-02-05,2027-12-30,20271230,0,진행공사,101,도로,경상북도 포항시 북구 죽장면 일광리~경상북도 청송군 현동면 눌인리
1127,6048300784,C2019002,C2019004,포항-안동2(1공구) 국도건설공사,B,부산청,035,국도 35호선(부산 ~ 강릉),경상북도 안동시,A,일반국도,01,2019-01-29,2025-12-22,20191025,0,진행공사,101,도로,경상북도 청송군 현서면 두현리~경상북도 안동시 길안면 송사리
1128,6048300784,C2019001,C2019005,포항-안동2(2공구) 국도건설공사,B,부산청,035,국도 35호선(부산 ~ 강릉),경상북도 안동시,A,일반국도,01,2019-02-11,2026-01-04,20260104,0,진행공사,101,도로,경북 안동시 길안면 송사리 산2임~경북 안동시 길안면 천지리 798전
